0	6.9862

10	5.78345

20	5.41156

30	5.29466

40	5.37478

50	5.30924

60	5.20408

70	5.19644

80	5.11815

90	5.03978

100	4.88307

110	4.96999

120	4.94021

130	4.99403

140	4.83525

150	4.80009

160	4.75967

170	4.73781

180	4.75954

190	4.86077

200	4.58056

210	4.7642

220	4.65213

230	4.54112

240	4.5133

250	4.76629

260	4.53366

270	4.56406

280	4.40484

290	4.46867

300	4.39768

310	4.33437

320	4.36599

330	4.43257

340	4.59349

350	4.28859

360	4.33244

370	4.32487

380	4.28556

390	4.23256

400	4.26291

410	4.37874

420	4.23979

430	4.03466

440	4.22769

450	4.10169

460	4.19844

470	4.17322

480	4.1898

490	3.98557

500	3.96426

510	3.90623

520	4.11097

530	4.09407

540	3.98695

550	4.04116

560	4.00382

570	4.12639

580	4.07307

590	3.7305

600	3.75584

610	3.93743

620	3.79154

630	3.84064

640	4.086

650	3.82681

660	3.95344

670	3.81906

680	3.81348

690	3.88866

700	3.8908

710	3.88555

720	3.98372

730	3.77272

740	3.7377

750	3.72378

760	3.73248

770	3.77675

780	3.648

790	3.54554

800	3.53178

810	3.50979

820	3.57563

830	3.58235

840	3.79377

850	3.38709

860	3.56683

870	3.42727

880	3.58448

890	3.50892

900	3.4289

910	3.52056

920	3.40267

930	3.61275

940	3.46048

950	3.66341

960	3.28542

970	3.42838

980	3.43637

990	3.72556

1000	3.14864

