0	11.3607

10	11.0912

20	10.4462

30	9.68445

40	9.60738

50	9.54898

60	9.53682

70	9.40745

80	9.40493

90	9.38608

100	9.26653

110	9.23664

120	9.19261

130	9.11461

140	9.05211

150	8.99314

160	9.03891

170	8.92018

180	8.89276

190	8.83064

200	8.78376

210	8.73982

220	8.65728

230	8.68625

240	8.60337

250	8.54862

260	8.52194

270	8.4701

280	8.47921

290	8.38189

300	8.38315

310	8.31092

320	8.2502

330	8.23602

340	8.16789

350	8.11909

360	8.10767

370	8.06526

380	8.00892

390	7.95773

400	7.92208

410	7.9126

420	7.88765

430	7.80453

440	7.8047

450	7.7311

460	7.73705

470	7.62828

480	7.63625

490	7.6037

500	7.52938

510	7.5327

520	7.47079

530	7.45766

540	7.39817

550	7.37568

560	7.34666

570	7.3004

580	7.2552

590	7.20934

600	7.21236

610	7.16048

620	7.1666

630	7.09801

640	7.0452

650	7.01939

660	6.97764

670	6.93828

680	6.93174

690	6.89499

700	6.85978

710	6.85975

720	6.7999

730	6.79088

740	6.76427

750	6.7262

760	6.69992

770	6.68917

780	6.64788

790	6.60188

800	6.57232

810	6.56217

820	6.51252

830	6.51204

840	6.46741

850	6.4387

860	6.40529

870	6.38303

880	6.37489

890	6.33071

900	6.2712

910	6.26857

920	6.25269

930	6.2394

940	6.18018

950	6.1744

960	6.13755

970	6.10762

980	6.07217

990	6.06898

1000	6.06597

1010	6.02597

1020	5.99504

1030	6.02248

1040	5.94383

1050	5.91004

1060	5.91658

1070	5.86559

1080	5.88778

1090	5.84149

1100	5.8256

1110	5.79956

1120	5.7658

1130	5.79177

1140	5.75118

1150	5.71142

1160	5.69821

1170	5.66614

1180	5.63198

1190	5.63345

1200	5.58932

1210	5.55969

1220	5.54116

1230	5.52535

1240	5.54761

1250	5.51041

1260	5.48928

1270	5.4687

1280	5.45092

1290	5.41389

1300	5.42612

1310	5.37765

1320	5.35033

1330	5.33876

1340	5.32455

1350	5.33039

1360	5.30077

1370	5.27161

1380	5.24727

1390	5.24638

1400	5.22108

1410	5.21613

1420	5.1635

1430	5.15855

1440	5.1505

1450	5.14494

1460	5.12201

1470	5.09462

1480	5.07214

1490	5.04984

1500	5.0566

1510	5.04809

1520	5.05873

1530	4.99494

1540	4.97969

1550	4.99204

1560	4.95501

1570	4.93908

1580	4.90827

1590	4.9117

1600	4.90894

1610	4.88511

1620	4.85712

1630	4.8501

1640	4.82328

1650	4.82181

1660	4.80025

1670	4.7889

1680	4.79188

1690	4.77957

1700	4.73862

1710	4.75025

1720	4.71465

1730	4.69181

1740	4.709

1750	4.71575

1760	4.64955

1770	4.67319

1780	4.64741

1790	4.64278

1800	4.62711

1810	4.58587

1820	4.5721

1830	4.58832

1840	4.57456

1850	4.5664

1860	4.52131

1870	4.54267

1880	4.51849

1890	4.47962

1900	4.48497

1910	4.48009

1920	4.46575

1930	4.474

1940	4.46118

1950	4.42777

1960	4.41229

1970	4.41271

1980	4.41231

1990	4.37647

2000	4.36184

2010	4.40034

2020	4.33998

2030	4.34051

2040	4.34776

2050	4.31419

2060	4.32332

2070	4.29327

2080	4.29852

2090	4.30606

2100	4.26707

2110	4.2598

2120	4.25983

2130	4.22753

2140	4.21649

2150	4.2237

2160	4.20844

2170	4.19341

2180	4.21624

2190	4.18301

2200	4.18706

2210	4.14911

2220	4.15089

2230	4.13765

2240	4.13449

2250	4.14512

2260	4.1354

2270	4.13188

2280	4.11933

2290	4.09896

2300	4.06422

2310	4.07476

2320	4.06583

2330	4.05373

2340	4.0449

2350	4.02765

2360	4.00894

2370	4.02203

2380	4.01801

2390	4.00054

2400	4.03879

2410	3.98278

2420	3.99513

2430	3.98023

2440	3.97524

2450	3.96405

2460	3.95014

2470	3.94392

2480	3.91796

2490	3.91362

2500	3.91447

2510	3.93822

2520	3.91842

2530	3.91697

2540	3.88722

2550	3.89223

2560	3.87694

2570	3.87107

2580	3.87502

2590	3.86592

2600	3.85964

2610	3.85144

2620	3.82948

2630	3.82922

2640	3.82568

2650	3.81487

2660	3.81481

2670	3.82107

2680	3.8099

2690	3.78671

2700	3.7818

2710	3.77501

2720	3.78928

2730	3.78085

2740	3.75844

2750	3.75181

2760	3.74927

2770	3.74575

2780	3.74891

2790	3.74239

2800	3.71218

2810	3.70964

2820	3.72869

2830	3.7175

2840	3.70782

2850	3.70275

2860	3.68997

2870	3.69679

2880	3.67773

2890	3.67889

2900	3.6814

2910	3.6693

2920	3.65636

2930	3.67715

2940	3.66456

2950	3.63053

2960	3.64667

2970	3.6467

2980	3.66432

2990	3.62895

3000	3.62702

3010	3.63021

3020	3.61709

3030	3.60933

3040	3.60413

3050	3.58731

3060	3.60131

3070	3.58225

3080	3.5741

3090	3.57777

3100	3.59918

3110	3.56958

3120	3.56017

3130	3.57361

3140	3.57497

3150	3.55515

3160	3.55107

3170	3.54843

3180	3.52196

3190	3.53543

3200	3.53025

3210	3.5224

3220	3.52076

3230	3.50926

3240	3.52215

3250	3.517

3260	3.52563

3270	3.50104

3280	3.50828

3290	3.48327

3300	3.50658

3310	3.48327

3320	3.48381

3330	3.48601

3340	3.485

3350	3.49617

3360	3.47231

3370	3.47067

